2	-4	1	15	0	-2	1	0	51148.3848021719	0	41148.3848021703	-10000.0000000016	2.06847328130206E-5
2	4	1	16	1	2	1	5	41148.3848021719	0	41148.3848021719	0	4.7801435958462
2	-2	1	17	0	0	1	1	51148.3853124255	0	41148.3853124255	-10000	2.06847326102864E-5
2	2	1	18	1	0	1	6	41148.3852996389	0	41148.3853124272	1.2788270677685E-5	2.3900717979231
2	0	1	19	1	-2	1	4	41148.3854795315	0	41148.3854795315	-9.69534801278005E-12	0.7966905993077
2	-2	1	20	0	0	1	1	51148.6648102992	0	41148.6648102992	-10000	7.94309083141788E-5
2	-2	1	20	2	-4	1	15	0.280008128946065	0	41148.6648102992	41148.3848021703	77.5257657690476
2	2	1	21	2	0	1	8	0.608832711222931	0	41148.6648103008	41148.0559775896	25.8419219230159
2	2	1	21	2	0	1	11	0.426099327509291	0	41148.6648103008	41148.2387109733	38.7628828845238
2	2	1	21	2	0	1	19	0.279330769342778	0	41148.6648103008	41148.3854795315	12.9209609615079
2	0	1	22	2	-2	1	9	0.426912928858656	0	41148.6649125965	41148.2379996676	38.7628828845238
2	0	1	22	2	-2	1	17	0.279600170935737	0	41148.6649125965	41148.3853124255	38.7628828845238
