1	0	1	3	0	0	1	1	9993.18239794575	0	-6.81760205425123	-10000	8520.31141262531
1	0	1	6	0	0	1	1	10000.0000127883	0	1.2788270677685E-5	-10000	7.43260215279153
2	0	1	7	0	0	1	1	51147.8125093501	0	41147.8125093501	-10000	7.94320426146217
2	0	1	8	0	0	1	1	51148.0559775896	0	41148.0559775896	-10000	2.38527845233913E-6
2	0	1	8	1	0	1	6	41148.0559648013	0	41148.0559775896	1.2788270677685E-5	1.5933811986154
2	-2	1	9	1	-2	1	4	41148.2379996676	0	41148.2379996676	-9.69534801278005E-12	2.3900717979231
2	2	1	10	1	2	1	5	41148.2379996692	0	41148.2379996692	0	2.3900717979231
2	0	1	11	0	0	1	1	51148.2387109733	0	41148.2387109733	-10000	2.06847334320721E-5
2	0	1	12	0	0	1	1	51148.299024332	0	41148.299024332	-10000	2.38527855852855E-6
2	0	1	12	1	0	1	3	41155.1166263862	0	41148.299024332	-6.81760205425123	4.7801435958462
2	0	1	12	2	0	1	7	0.486514981828805	0	41148.299024332	41147.8125093501	77.5257657690476
2	-2	1	17	1	-2	1	4	41148.3853124255	0	41148.3853124255	-9.69534801278005E-12	2.3900717979231
2	2	1	18	1	2	1	5	41148.3853124272	0	41148.3853124272	0	2.3900717979231
2	0	1	19	0	0	1	1	51148.3854795315	0	41148.3854795315	-10000	0.00699190773788189
2	0	1	19	1	0	1	6	41148.3854667432	0	41148.3854795315	1.2788270677685E-5	3.1867623972308
2	-2	1	20	2	-2	1	9	0.426810631579428	0	41148.6648102992	41148.2379996676	38.7628828845238
2	-2	1	20	2	-2	1	17	0.27949787365651	0	41148.6648102992	41148.3853124255	38.7628828845238
2	2	1	21	2	2	1	10	0.426810631579428	0	41148.6648103008	41148.2379996692	38.7628828845238
2	2	1	21	2	2	1	18	0.27949787365651	0	41148.6648103008	41148.3853124272	38.7628828845238
2	0	1	22	0	0	1	1	51148.6649125965	0	41148.6649125965	-10000	7.94300603009468E-8
2	0	1	22	2	0	1	8	0.608935006886895	0	41148.6649125965	41148.0559775896	25.8419219230159
2	0	1	22	2	0	1	19	0.279433065006742	0	41148.6649125965	41148.3854795315	51.6838438460317
1	2	1	5	0	0	1	1	10000	0	0	-10000	7.43260212427649
2	0	1	8	1	2	1	5	41148.0559775896	0	41148.0559775896	0	1.5933811986154
2	-2	1	9	1	0	1	6	41148.2379868793	0	41148.2379996676	1.2788270677685E-5	2.3900717979231
2	2	1	10	0	0	1	1	51148.2379996692	0	41148.2379996692	-10000	2.06847328130225E-5
2	0	1	11	1	2	1	5	41148.2387109733	0	41148.2387109733	0	2.3900717979231
2	-2	1	13	1	0	1	3	41155.1173854026	0	41148.2997833484	-6.81760205425123	4.7801435958462
2	-2	1	13	2	0	1	7	0.487273998231103	0	41148.2997833484	41147.8125093501	77.5257657690476
2	2	1	14	0	0	1	1	51148.29978335	0	41148.29978335	-10000	2.38527845233936E-6
2	-4	1	15	1	-2	1	4	41148.3848021703	0	41148.3848021703	-9.69534801278005E-12	4.7801435958462
2	4	1	16	0	2	1	2	51148.3848021702	0	41148.3848021719	-9999.9999999984	0.00699190769593047
2	-2	1	17	1	0	1	6	41148.3852996373	0	41148.3853124255	1.2788270677685E-5	2.3900717979231
2	2	1	18	0	0	1	1	51148.3853124272	0	41148.3853124272	-10000	0.00713254956019493
2	0	1	19	1	2	1	5	41148.3854795315	0	41148.3854795315	0	0.7966905993077
2	-2	1	20	2	0	1	8	0.608832709607668	0	41148.6648102992	41148.0559775896	25.8419219230159
2	-2	1	20	2	0	1	11	0.426099325894029	0	41148.6648102992	41148.2387109733	38.7628828845238
2	-2	1	20	2	0	1	19	0.279330767727515	0	41148.6648102992	41148.3854795315	12.9209609615079
2	2	1	21	0	0	1	1	51148.6648103008	0	41148.6648103008	-10000	7.94300603009393E-8
2	2	1	21	2	4	1	16	0.280008128960617	0	41148.6648103008	41148.3848021719	77.5257657690476
2	0	1	22	2	2	1	10	0.426912927243393	0	41148.6649125965	41148.2379996692	38.7628828845238
2	0	1	22	2	2	1	18	0.279600169320474	0	41148.6649125965	41148.3853124272	38.7628828845238
1	-2	1	4	0	0	1	1	10000	0	-9.69534801278005E-12	-10000	7.43260215279155
2	0	1	8	1	-2	1	4	41148.0559775896	0	41148.0559775896	-9.69534801278005E-12	1.5933811986154
2	-2	1	9	0	0	1	1	51148.2379996676	0	41148.2379996676	-10000	2.0684733432074E-5
2	2	1	10	1	0	1	6	41148.237986881	0	41148.2379996692	1.2788270677685E-5	2.3900717979231
2	0	1	11	1	-2	1	4	41148.2387109733	0	41148.2387109733	-9.69534801278005E-12	2.3900717979231
2	-2	1	13	0	0	1	1	51148.2997833484	0	41148.2997833484	-10000	7.94300569871053E-8
2	2	1	14	1	0	1	3	41155.1173854042	0	41148.29978335	-6.81760205425123	4.7801435958462
2	2	1	14	2	0	1	7	0.48727399983909	0	41148.29978335	41147.8125093501	77.5257657690476
